iter	Passed	Remaining
1707	4150	709
1708	4152	707
1709	4154	704
1710	4155	701
1711	4157	699
1712	4160	696
1713	4164	694
1714	4165	692
1715	4166	689
1716	4169	687
1717	4172	684
1718	4174	682
1719	4176	679
1720	4178	677
1721	4180	674
1722	4182	672
1723	4184	669
1724	4187	667
1725	4188	664
1726	4191	662
1727	4193	660
1728	4197	657
1729	4199	655
1730	4201	652
1731	4203	650
1732	4205	647
1733	4209	645
1734	4210	643
1735	4213	640
1736	4215	638
1737	4218	635
1738	4220	633
1739	4222	630
1740	4225	628
1741	4227	626
1742	4229	623
1743	4232	621
1744	4236	619
1745	4238	616
1746	4240	614
1747	4241	611
1748	4242	608
1749	4245	606
1750	4246	603
1751	4249	601
1752	4254	599
1753	4255	596
1754	4257	594
1755	4259	591
1756	4262	589
1757	4263	586
1758	4266	584
1759	4269	582
1760	4272	579
1761	4274	577
1762	4277	574
1763	4279	572
1764	4280	569
1765	4283	567
1766	4286	565
1767	4287	562
1768	4289	560
1769	4291	557
1770	4293	555
1771	4295	552
1772	4297	550
1773	4299	547
1774	4300	545
1775	4302	542
1776	4303	540
1777	4305	537
1778	4307	535
1779	4309	532
1780	4310	530
1781	4313	527
1782	4317	525
1783	4321	523
1784	4325	521
1785	4327	518
1786	4328	515
1787	4330	513
1788	4331	510
1789	4333	508
1790	4336	506
1791	4338	503
1792	4341	501
1793	4344	498
1794	4345	496
1795	4347	493
1796	4349	491
1797	4350	488
1798	4354	486
1799	4357	484
1800	4359	481
1801	4363	479
1802	4367	477
1803	4369	474
1804	4371	472
1805	4373	469
1806	4375	467
1807	4378	464
1808	4380	462
1809	4381	459
1810	4385	457
1811	4388	455
1812	4392	453
1813	4401	451
1814	4412	449
1815	4416	447
1816	4423	445
1817	4424	442
1818	4427	440
1819	4428	437
1820	4432	435
1821	4435	433
1822	4437	430
1823	4438	428
1824	4442	426
1825	4448	423
1826	4451	421
1827	4453	419
1828	4457	416
1829	4458	414
1830	4461	411
1831	4464	409
1832	4468	407
1833	4472	404
1834	4474	402
1835	4477	399
1836	4479	397
1837	4481	395
1838	4484	392
1839	4486	390
1840	4488	387
1841	4490	385
1842	4493	382
1843	4495	380
1844	4496	377
1845	4497	375
1846	4499	372
1847	4501	370
1848	4505	367
1849	4507	365
1850	4509	363
1851	4511	360
1852	4513	358
1853	4514	355
1854	4517	353
1855	4521	350
1856	4523	348
1857	4525	345
1858	4527	343
1859	4532	341
1860	4535	338
1861	4537	336
1862	4539	333
1863	4541	331
1864	4543	328
1865	4548	326
1866	4551	324
1867	4552	321
1868	4554	319
1869	4558	316
1870	4561	314
1871	4562	311
1872	4564	309
1873	4567	307
1874	4571	304
1875	4575	302
1876	4577	299
1877	4582	297
1878	4586	295
1879	4589	292
1880	4591	290
1881	4594	288
1882	4597	285
1883	4600	283
1884	4604	280
1885	4605	278
1886	4608	275
1887	4610	273
1888	4613	271
1889	4615	268
1890	4616	266
1891	4619	263
1892	4622	261
1893	4625	258
1894	4627	256
1895	4631	254
1896	4633	251
1897	4636	249
1898	4638	246
1899	4641	244
1900	4643	241
1901	4644	239
1902	4648	236
1903	4649	234
1904	4650	231
1905	4652	229
1906	4655	227
1907	4657	224
1908	4659	222
1909	4661	219
1910	4664	217
1911	4667	214
1912	4668	212
1913	4670	209
1914	4673	207
1915	4678	205
1916	4680	202
1917	4682	200
1918	4683	197
1919	4687	195
1920	4690	192
1921	4695	190
1922	4697	188
1923	4698	185
1924	4699	183
1925	4700	180
1926	4702	178
1927	4703	175
1928	4705	173
1929	4708	170
1930	4710	168
1931	4711	165
1932	4715	163
1933	4717	160
1934	4720	158
1935	4722	156
1936	4724	153
1937	4726	151
1938	4728	148
1939	4730	146
1940	4732	143
1941	4735	141
1942	4736	138
1943	4738	136
1944	4741	134
1945	4746	131
1946	4750	129
1947	4751	126
1948	4753	124
1949	4755	121
1950	4757	119
1951	4759	117
1952	4762	114
1953	4764	112
1954	4766	109
1955	4768	107
1956	4769	104
1957	4772	102
1958	4775	99
1959	4777	97
1960	4780	95
1961	4782	92
1962	4783	90
1963	4785	87
1964	4791	85
1965	4792	82
1966	4793	80
1967	4796	77
1968	4797	75
1969	4800	73
1970	4803	70
1971	4806	68
1972	4808	65
1973	4810	63
1974	4814	60
1975	4816	58
1976	4818	56
1977	4821	53
1978	4822	51
1979	4823	48
1980	4826	46
1981	4828	43
1982	4831	41
1983	4834	38
1984	4836	36
1985	4839	34
1986	4841	31
1987	4844	29
1988	4847	26
1989	4848	24
1990	4850	21
1991	4852	19
1992	4855	17
1993	4857	14
1994	4859	12
1995	4861	9
1996	4865	7
1997	4868	4
1998	4869	2
1999	4871	0
